monthly_income,rent,utilities,existing_emi,income_stability,affordability_index,nsf_frequency,bill_payment_latency,network_centrality,time_to_zero,time_to_zero_norm,debt_to_income,transaction_frequency,txn_freq_norm,merchant_diversity,age,loan_tenure_months,requested_amount,default
23593.0,5829.0,4172.0,1128.0,0.3391,0.5283,4,-3.54,0.26,2.0,0.0679,0.0478,18,0.18,13,44,24,128900.0,0
20638.0,7509.0,3698.0,268.0,0.5448,0.444,10,7.62,0.24,1.0,0.0333,0.013,24,0.24,12,31,12,55500.0,1
36174.0,9956.0,5206.0,2063.0,0.3812,0.5238,4,4.21,0.16,3.9,0.1294,0.057,27,0.27,8,42,6,169100.0,0
20694.0,8741.0,1842.0,5127.0,0.3792,0.2408,6,1.05,0.2,4.5,0.1491,0.2478,23,0.23,10,54,12,121600.0,0
8000.0,1393.0,1139.0,391.0,0.1856,0.6346,7,1.19,0.3,19.0,0.6332,0.0489,19,0.19,15,44,12,51100.0,0
18946.0,4085.0,3352.0,4127.0,0.3434,0.3896,6,3.35,0.26,6.1,0.2037,0.2178,30,0.3,13,27,12,52900.0,0
12292.0,3586.0,1677.0,3735.0,0.1993,0.268,4,7.61,0.16,5.7,0.1891,0.3039,35,0.35,8,49,6,94200.0,0
23104.0,11557.0,2315.0,280.0,0.2182,0.3875,3,-4.07,0.34,17.2,0.5721,0.0121,22,0.22,17,40,12,153900.0,0
52078.0,18644.0,9706.0,488.0,0.2888,0.4463,4,6.34,0.32,16.1,0.5364,0.0094,35,0.35,16,54,12,206500.0,0
8000.0,4275.0,1376.0,2772.0,0.507,0.0,10,7.43,0.28,5.2,0.1737,0.3464,25,0.25,14,31,12,54300.0,1
13628.0,1996.0,2453.0,3211.0,0.2674,0.4379,4,9.5,0.24,3.7,0.1233,0.2356,25,0.25,12,35,18,64800.0,0
15810.0,4855.0,2902.0,779.0,0.1756,0.4601,10,1.87,0.18,9.8,0.3275,0.0492,28,0.28,9,53,12,101600.0,0
17519.0,5056.0,1698.0,1880.0,0.2756,0.5071,5,-0.86,0.1,8.8,0.2927,0.1073,20,0.2,5,32,6,126300.0,0
34340.0,12709.0,6049.0,11839.0,0.1207,0.109,4,8.8,0.1,30.0,1.0,0.3448,17,0.17,5,42,12,69000.0,0
19848.0,9237.0,2520.0,1578.0,0.3615,0.3281,6,9.37,0.2,10.3,0.3418,0.0795,24,0.24,10,49,18,152600.0,0
28268.0,13530.0,1031.0,7448.0,0.2098,0.2214,8,-3.11,0.3,1.2,0.0397,0.2635,25,0.25,15,42,12,160100.0,0
15132.0,6077.0,2090.0,1277.0,0.5885,0.3759,8,11.07,0.2,12.3,0.4095,0.0844,31,0.31,10,45,6,49700.0,1
25285.0,9828.0,2781.0,3526.0,0.4008,0.3618,7,-1.26,0.34,28.8,0.9588,0.1395,29,0.29,17,33,12,168900.0,0
35125.0,18513.0,2697.0,10827.0,0.2924,0.0879,3,9.01,0.22,6.4,0.2148,0.3082,28,0.28,11,29,18,154900.0,1
14195.0,3870.0,2767.0,141.0,0.1712,0.5224,8,4.6,0.26,5.2,0.1741,0.01,28,0.28,13,25,12,85500.0,0
35200.0,16712.0,1386.0,3785.0,0.3972,0.3784,4,3.82,0.26,7.4,0.2482,0.1075,32,0.32,13,42,6,142000.0,0
22730.0,11698.0,4337.0,3876.0,0.1107,0.124,9,-1.78,0.14,11.1,0.3686,0.1705,31,0.31,7,23,18,67800.0,0
41245.0,13247.0,2354.0,9029.0,0.4402,0.4028,5,6.3,0.14,17.5,0.5824,0.2189,14,0.14,7,39,12,166500.0,0
19519.0,8356.0,1837.0,193.0,0.3591,0.4679,6,7.18,0.2,24.2,0.8054,0.0099,21,0.21,10,41,12,153200.0,0
27688.0,7466.0,2795.0,3980.0,0.335,0.4857,5,1.84,0.28,8.7,0.2891,0.1437,23,0.23,14,40,24,204200.0,0
21496.0,3687.0,3316.0,2590.0,0.2309,0.5537,8,-2.79,0.2,22.6,0.7534,0.1205,24,0.24,10,39,12,77500.0,0
20791.0,7566.0,1386.0,196.0,0.1836,0.56,4,-6.24,0.22,10.3,0.3428,0.0094,21,0.21,11,54,18,112700.0,0
25729.0,4848.0,5085.0,3200.0,0.2508,0.4896,2,7.47,0.38,14.2,0.4718,0.1244,23,0.23,19,37,12,93500.0,0
30397.0,9299.0,4782.0,9912.0,0.416,0.2107,2,-3.24,0.14,5.7,0.1902,0.3261,21,0.21,7,29,12,88300.0,0
10407.0,5129.0,1710.0,1000.0,0.4617,0.2468,3,-3.79,0.26,7.2,0.2395,0.0961,30,0.3,13,28,12,36900.0,0
52061.0,7221.0,2504.0,10670.0,0.1769,0.6082,3,-1.31,0.3,6.4,0.2131,0.205,24,0.24,15,34,18,128600.0,0
8000.0,910.0,888.0,835.0,0.5136,0.671,7,5.15,0.26,23.5,0.782,0.1043,23,0.23,13,39,6,19300.0,0
14605.0,5446.0,2786.0,545.0,0.4549,0.399,9,12.55,0.22,13.6,0.4526,0.0373,34,0.34,11,54,24,59000.0,1
20815.0,5183.0,1580.0,2111.0,0.3443,0.5737,9,1.54,0.2,10.3,0.3433,0.1014,31,0.31,10,30,12,159100.0,0
28209.0,8126.0,1543.0,4648.0,0.6251,0.4924,7,-1.13,0.24,1.0,0.0333,0.1648,28,0.28,12,47,18,156200.0,1
56710.0,16024.0,6381.0,5879.0,0.1449,0.5012,1,5.92,0.3,1.0,0.0333,0.1037,21,0.21,15,35,12,342900.0,0
8000.0,1112.0,1505.0,1748.0,0.6607,0.4544,9,-3.87,0.26,4.1,0.1379,0.2185,33,0.33,13,23,18,33100.0,1
16242.0,1650.0,1831.0,5395.0,0.2626,0.4535,2,-2.2,0.16,21.2,0.7078,0.3322,29,0.29,8,37,12,93900.0,0
8000.0,4034.0,791.0,194.0,0.3819,0.3726,11,3.61,0.28,1.0,0.0333,0.0242,23,0.23,14,48,12,33300.0,1
22448.0,4445.0,3155.0,5633.0,0.4678,0.4105,5,11.09,0.22,1.0,0.0333,0.251,18,0.18,11,50,24,156100.0,1
25926.0,7564.0,4907.0,11.0,0.1917,0.5186,4,7.4,0.24,12.4,0.4135,0.0004,23,0.23,12,28,24,98100.0,0
57210.0,30743.0,2193.0,20.0,0.4111,0.4239,2,14.86,0.1,13.0,0.4345,0.0004,25,0.25,5,29,6,378000.0,0
23680.0,11178.0,1328.0,1102.0,0.4004,0.4254,5,0.06,0.22,20.0,0.6664,0.0465,25,0.25,11,48,18,106900.0,0
41209.0,6122.0,2166.0,6922.0,0.4184,0.6309,3,4.4,0.34,1.6,0.0546,0.168,24,0.24,17,28,12,136700.0,0
31266.0,10281.0,1392.0,525.0,0.1022,0.6099,5,-8.41,0.28,1.0,0.0333,0.0168,19,0.19,14,28,18,236600.0,0
16964.0,7270.0,1380.0,4288.0,0.3758,0.2374,8,2.91,0.14,1.9,0.0622,0.2528,25,0.25,7,35,18,37500.0,1
9458.0,3918.0,652.0,97.0,0.3939,0.5065,6,1.66,0.18,21.4,0.7131,0.0102,29,0.29,9,49,6,30300.0,0
25978.0,11492.0,3202.0,4505.0,0.6756,0.2609,3,8.69,0.28,6.0,0.2004,0.1734,25,0.25,14,23,12,121300.0,1
8998.0,2752.0,771.0,2129.0,0.582,0.3719,4,2.28,0.12,14.3,0.4767,0.2366,27,0.27,6,34,12,33700.0,0
47912.0,8584.0,4738.0,3984.0,0.2091,0.6388,1,5.25,0.26,5.5,0.1821,0.0831,15,0.15,13,40,12,361800.0,0
19986.0,6179.0,3800.0,4052.0,0.1906,0.2979,6,-0.15,0.24,27.0,0.8997,0.2028,24,0.24,12,34,12,46300.0,0
45121.0,17667.0,2548.0,4134.0,0.1904,0.4604,2,9.07,0.22,4.5,0.1494,0.0916,27,0.27,11,47,12,173400.0,0
16512.0,6173.0,1586.0,1237.0,0.382,0.4552,9,5.54,0.28,5.7,0.1888,0.0749,23,0.23,14,48,12,69000.0,1
25882.0,3410.0,1908.0,7414.0,0.5191,0.5081,4,6.48,0.16,18.0,0.6016,0.2864,26,0.26,8,49,12,105300.0,0
24974.0,3227.0,3081.0,2910.0,0.2016,0.6309,4,3.12,0.28,30.0,1.0,0.1165,29,0.29,14,33,6,167400.0,0
21439.0,11456.0,3327.0,6108.0,0.4363,0.0256,6,0.14,0.24,19.3,0.6436,0.2849,25,0.25,12,29,6,73800.0,1
16990.0,2860.0,2869.0,1290.0,0.6325,0.5869,7,4.96,0.34,18.5,0.6164,0.0759,32,0.32,17,38,12,78600.0,1
27875.0,6481.0,3278.0,3472.0,0.4255,0.5253,9,0.72,0.22,2.5,0.0834,0.1246,30,0.3,11,30,18,77100.0,0
12636.0,5629.0,2216.0,454.0,0.4027,0.3433,14,1.72,0.22,1.0,0.0333,0.0359,18,0.18,11,29,24,81800.0,1
10661.0,3031.0,1743.0,1853.0,0.4504,0.3784,6,5.52,0.18,1.4,0.0466,0.1738,27,0.27,9,49,12,32100.0,1
46430.0,8434.0,2632.0,6201.0,0.509,0.6281,7,13.13,0.04,2.9,0.0951,0.1336,29,0.29,2,53,12,213100.0,1
34074.0,10572.0,2444.0,71.0,0.5191,0.6159,6,4.05,0.32,8.0,0.2651,0.0021,37,0.37,16,51,12,199500.0,0
22915.0,8158.0,3304.0,3728.0,0.38,0.3371,8,2.19,0.18,3.5,0.1158,0.1627,19,0.19,9,22,24,132000.0,1
59819.0,18170.0,11708.0,1558.0,0.2877,0.4745,5,8.31,0.32,23.7,0.7911,0.026,25,0.25,16,45,18,363600.0,0
18757.0,9632.0,1762.0,5495.0,0.3076,0.0996,5,0.51,0.2,2.4,0.0812,0.2929,22,0.22,10,27,18,143200.0,1
48709.0,11111.0,3364.0,8417.0,0.3814,0.53,4,4.96,0.26,17.2,0.5743,0.1728,27,0.27,13,25,18,315400.0,0
24473.0,9731.0,4350.0,5911.0,0.297,0.1831,6,12.03,0.16,8.2,0.2727,0.2415,21,0.21,8,40,18,139900.0,1
11910.0,1793.0,761.0,3423.0,0.304,0.4981,3,5.08,0.2,2.4,0.08,0.2874,23,0.23,10,40,6,56400.0,0
66758.0,18460.0,9917.0,1196.0,0.1452,0.557,1,9.08,0.3,8.0,0.2673,0.0179,26,0.26,15,29,12,324300.0,0
39912.0,17300.0,1430.0,4710.0,0.4606,0.4127,4,1.94,0.24,14.6,0.4856,0.118,27,0.27,12,45,12,197700.0,0
20484.0,4121.0,681.0,180.0,0.2539,0.7568,7,0.88,0.18,28.9,0.9632,0.0088,30,0.3,9,47,6,103600.0,0
34074.0,12451.0,3638.0,592.0,0.3355,0.5105,4,3.64,0.22,9.1,0.3034,0.0174,23,0.23,11,44,6,208600.0,0
17288.0,2923.0,2448.0,229.0,0.4017,0.6761,3,2.37,0.16,1.0,0.0333,0.0132,26,0.26,8,27,18,43400.0,0
36224.0,5297.0,1964.0,6059.0,0.4227,0.6323,4,2.78,0.36,3.5,0.1183,0.1673,29,0.29,18,53,12,105100.0,0
8000.0,2684.0,1279.0,1262.0,0.4586,0.3469,8,-0.52,0.22,24.5,0.8152,0.1577,24,0.24,11,27,12,56600.0,0
11946.0,4823.0,620.0,256.0,0.5509,0.5229,2,0.55,0.28,7.6,0.2537,0.0214,36,0.36,14,21,12,57200.0,0
39638.0,5986.0,4786.0,3640.0,0.3615,0.6364,2,1.08,0.28,13.5,0.4491,0.0918,24,0.24,14,40,24,300300.0,0
18962.0,9728.0,1563.0,1623.0,0.3805,0.319,3,6.75,0.16,3.7,0.1236,0.0856,24,0.24,8,30,12,115200.0,0
24947.0,5029.0,3939.0,2590.0,0.3022,0.5367,3,6.25,0.2,16.9,0.5648,0.1038,25,0.25,10,49,18,66400.0,0
9818.0,1512.0,1637.0,2202.0,0.5241,0.455,9,1.26,0.3,1.0,0.0333,0.2243,19,0.19,15,27,12,56800.0,1
66751.0,12764.0,2752.0,16285.0,0.2621,0.5236,2,-3.9,0.22,2.2,0.0748,0.244,27,0.27,11,32,18,282000.0,0
44996.0,7933.0,2823.0,5340.0,0.1333,0.6423,7,4.82,0.22,9.1,0.3029,0.1187,22,0.22,11,52,12,112300.0,0
19528.0,2750.0,3549.0,5387.0,0.2322,0.4016,6,0.27,0.18,1.4,0.0456,0.2759,28,0.28,9,54,12,103300.0,0
17278.0,7931.0,1739.0,2527.0,0.3073,0.2941,10,1.58,0.16,1.9,0.0638,0.1463,23,0.23,8,53,18,100500.0,1
40854.0,13196.0,4537.0,7470.0,0.3698,0.3831,6,-2.11,0.32,6.0,0.2005,0.1828,18,0.18,16,21,18,87800.0,0
72365.0,19888.0,4238.0,3686.0,0.1332,0.6157,0,5.49,0.24,2.2,0.0735,0.0509,24,0.24,12,21,18,439800.0,0
39037.0,20603.0,7773.0,3182.0,0.3086,0.1916,4,12.52,0.32,19.6,0.6526,0.0815,23,0.23,16,41,6,188400.0,0
80000.0,21356.0,14953.0,20372.0,0.0997,0.2915,0,-1.22,0.22,1.0,0.0333,0.2546,23,0.23,11,50,18,297700.0,0
12665.0,2218.0,384.0,4331.0,0.2322,0.4526,6,-6.05,0.24,23.6,0.7882,0.342,23,0.23,12,45,12,60900.0,0
13472.0,3009.0,1665.0,3323.0,0.2748,0.4064,1,-7.63,0.18,11.2,0.3728,0.2466,17,0.17,9,26,24,81200.0,0
10793.0,2240.0,1924.0,205.0,0.4035,0.5952,5,9.58,0.22,1.0,0.0333,0.019,38,0.38,11,24,12,29600.0,0
28712.0,9315.0,2963.0,1436.0,0.3805,0.5224,3,-5.32,0.14,1.0,0.0333,0.05,26,0.26,7,32,12,161900.0,0
24474.0,5658.0,2552.0,3818.0,0.3527,0.5085,6,12.4,0.28,11.9,0.3972,0.156,21,0.21,14,40,18,156800.0,0
20107.0,6680.0,1900.0,5155.0,0.4288,0.3169,5,-2.19,0.14,6.1,0.2017,0.2564,23,0.23,7,35,12,79200.0,0
35795.0,14360.0,1249.0,2079.0,0.4061,0.5058,5,3.7,0.28,6.6,0.2192,0.0581,16,0.16,14,52,18,145100.0,0
46138.0,20752.0,7583.0,12125.0,0.1925,0.1231,2,7.31,0.28,22.5,0.7497,0.2628,22,0.22,14,28,6,112700.0,0
8818.0,3700.0,949.0,1716.0,0.4106,0.2782,5,3.71,0.14,6.7,0.2243,0.1945,29,0.29,7,37,18,63200.0,1
15395.0,2964.0,1852.0,4174.0,0.5015,0.4161,5,2.25,0.16,9.6,0.3207,0.2711,21,0.21,8,28,12,64500.0,1
36029.0,5482.0,2647.0,7032.0,0.1548,0.5792,2,-0.89,0.3,30.0,1.0,0.1952,21,0.21,15,54,24,168500.0,0
16637.0,5725.0,2717.0,3508.0,0.5365,0.2817,7,5.8,0.2,6.1,0.204,0.2109,25,0.25,10,39,6,82900.0,1
13644.0,2586.0,2250.0,1188.0,0.4951,0.5585,6,6.71,0.22,1.0,0.0333,0.0871,28,0.28,11,37,12,86100.0,0
40584.0,5609.0,5032.0,10230.0,0.259,0.4857,7,4.13,0.18,29.4,0.9806,0.2521,27,0.27,9,30,12,297000.0,0
10161.0,3426.0,1867.0,3002.0,0.608,0.1836,9,2.48,0.2,6.6,0.2201,0.2954,26,0.26,10,49,6,60100.0,1
18381.0,4541.0,914.0,5605.0,0.4566,0.3983,8,2.26,0.16,30.0,1.0,0.305,26,0.26,8,27,12,76500.0,0
26828.0,11811.0,4392.0,277.0,0.2475,0.3857,3,-8.41,0.22,15.3,0.5102,0.0103,32,0.32,11,53,12,68300.0,0
15611.0,3768.0,1951.0,3413.0,0.6205,0.415,6,5.24,0.1,1.3,0.0445,0.2186,22,0.22,5,53,12,60800.0,1
35238.0,19044.0,2441.0,12204.0,0.2569,0.044,4,7.88,0.24,1.6,0.0522,0.3463,23,0.23,12,35,6,99700.0,1
15657.0,6910.0,822.0,3216.0,0.4908,0.3008,7,0.27,0.32,3.5,0.1169,0.2054,23,0.23,16,52,24,41400.0,1
51286.0,6460.0,4163.0,3074.0,0.1323,0.7329,2,7.75,0.3,1.0,0.0333,0.0599,14,0.14,15,22,6,326800.0,0
20426.0,6720.0,3586.0,6274.0,0.3153,0.1883,5,-1.2,0.22,5.0,0.1672,0.3072,22,0.22,11,43,12,41700.0,1
32951.0,11637.0,5400.0,3048.0,0.3648,0.3904,5,7.99,0.26,1.7,0.0571,0.0925,30,0.3,13,30,12,140300.0,1
34462.0,14229.0,4813.0,543.0,0.167,0.4317,1,-4.54,0.34,1.4,0.0461,0.0158,26,0.26,17,30,12,230100.0,0
15116.0,4898.0,686.0,2278.0,0.2095,0.48,5,0.62,0.18,3.9,0.1303,0.1507,28,0.28,9,32,18,109900.0,0
8000.0,2540.0,1539.0,281.0,0.3624,0.455,5,6.01,0.16,1.7,0.0571,0.0351,28,0.28,8,54,12,46200.0,0
27349.0,7263.0,2241.0,1103.0,0.6816,0.6122,10,0.05,0.18,20.0,0.6672,0.0403,23,0.23,9,31,12,145700.0,0
23003.0,5110.0,3064.0,3730.0,0.2678,0.4825,7,-10.0,0.38,11.8,0.3935,0.1622,25,0.25,19,52,12,107300.0,0
30745.0,16166.0,5120.0,6593.0,0.3943,0.0932,7,7.99,0.12,5.8,0.1932,0.2144,29,0.29,6,34,18,222000.0,1
19227.0,4671.0,1011.0,6093.0,0.2288,0.3876,2,1.27,0.32,1.8,0.0596,0.3169,19,0.19,16,54,12,112800.0,0
17013.0,2187.0,2397.0,4200.0,0.2985,0.4837,9,1.88,0.24,2.3,0.0756,0.2468,19,0.19,12,35,12,43800.0,0
73503.0,12883.0,2609.0,21677.0,0.3728,0.4943,1,6.49,0.12,2.1,0.0706,0.2949,26,0.26,6,31,6,311700.0,0
9105.0,4423.0,431.0,1312.0,0.8056,0.3228,9,4.08,0.36,14.3,0.4768,0.1441,27,0.27,18,51,12,42000.0,1
34213.0,12453.0,5232.0,3815.0,0.2208,0.3716,5,4.81,0.16,26.1,0.8709,0.1115,21,0.21,8,29,6,97600.0,0
15603.0,7029.0,879.0,3238.0,0.278,0.2857,7,-0.93,0.26,7.3,0.2428,0.2075,24,0.24,13,35,12,33700.0,0
18007.0,8355.0,1898.0,4383.0,0.4309,0.1872,4,12.96,0.28,8.0,0.2671,0.2434,30,0.3,14,42,6,44100.0,1
18210.0,8567.0,1315.0,3622.0,0.5228,0.2584,6,5.94,0.28,1.7,0.0551,0.1989,35,0.35,14,41,6,122400.0,1
65887.0,4730.0,1382.0,1259.0,0.3064,0.0706,13,9.98,0.3,2.3,0.0782,0.0926,29,0.29,15,38,24,108400.0,1
31031.0,5576.0,1338.0,4015.0,0.2072,0.6478,5,0.06,0.26,1.0,0.0333,0.1294,22,0.22,13,42,12,113400.0,0
50736.0,8458.0,8033.0,7961.0,0.3265,0.5181,2,1.53,0.34,1.0,0.0333,0.1569,23,0.23,17,46,12,205000.0,0
29202.0,10463.0,1268.0,145.0,0.5571,0.5933,4,0.69,0.2,27.4,0.912,0.005,11,0.11,10,31,12,187300.0,0
23436.0,6209.0,4041.0,7217.0,0.3067,0.2547,5,-0.59,0.14,15.5,0.5173,0.3079,18,0.18,7,21,18,143100.0,0
12187.0,4279.0,1738.0,2181.0,0.4826,0.3272,7,-0.86,0.2,3.4,0.1131,0.179,27,0.27,10,43,12,85400.0,1
30034.0,9741.0,3028.0,7895.0,0.3175,0.312,7,8.37,0.16,5.0,0.166,0.2629,25,0.25,8,35,12,222600.0,1
80000.0,29679.0,14184.0,4814.0,0.3259,0.3915,0,0.94,0.22,2.7,0.0896,0.0602,26,0.26,11,39,18,469500.0,0
17528.0,2006.0,1080.0,3415.0,0.3735,0.6291,5,5.68,0.3,14.8,0.492,0.1948,29,0.29,15,42,12,57100.0,0
17578.0,2018.0,1318.0,5698.0,0.1075,0.4861,10,-2.66,0.26,30.0,1.0,0.3241,22,0.22,13,38,12,60700.0,0
15730.0,6681.0,839.0,1180.0,0.5465,0.447,9,-0.96,0.24,1.0,0.0333,0.075,23,0.23,12,28,12,124800.0,1
16422.0,3069.0,1558.0,1988.0,0.5659,0.5972,7,10.03,0.22,6.4,0.2132,0.121,19,0.19,11,27,12,95500.0,1
8000.0,3148.0,1582.0,1087.0,0.3927,0.2729,9,6.19,0.32,7.0,0.2331,0.1359,25,0.25,16,37,12,42500.0,0
28086.0,9717.0,1611.0,3768.0,0.1674,0.4625,5,2.68,0.2,1.3,0.0432,0.1342,23,0.23,10,28,18,120300.0,0
13262.0,7186.0,2271.0,2788.0,0.2048,0.0767,3,0.39,0.26,1.2,0.0394,0.2102,23,0.23,13,38,24,75300.0,0
8382.0,3989.0,1180.0,1155.0,0.2057,0.2454,2,-1.45,0.18,1.6,0.0529,0.1378,19,0.19,9,44,18,52900.0,0
54767.0,9896.0,1131.0,8165.0,0.348,0.0527,9,5.08,0.2,1.0,0.0333,0.2359,28,0.28,10,31,12,239600.0,1
11508.0,4343.0,2194.0,1952.0,0.3565,0.2624,13,-4.86,0.24,20.0,0.6677,0.1696,25,0.25,12,25,12,52300.0,1
17976.0,2746.0,3507.0,992.0,0.5089,0.597,9,9.06,0.26,30.0,1.0,0.0552,35,0.35,13,53,12,42100.0,0
53096.0,14542.0,9941.0,17628.0,0.3149,0.2069,2,10.06,0.3,8.5,0.2834,0.332,24,0.24,15,25,12,360600.0,0
9457.0,4069.0,1090.0,793.0,0.5603,0.3706,4,2.21,0.28,1.0,0.0333,0.0838,21,0.21,14,38,24,21600.0,0
8782.0,3339.0,592.0,1729.0,0.3625,0.3555,5,2.74,0.18,8.8,0.2949,0.1969,18,0.18,9,53,12,21600.0,0
25889.0,8233.0,2499.0,550.0,0.3513,0.5642,5,5.61,0.12,1.5,0.0514,0.0212,24,0.24,6,21,12,109000.0,0
43901.0,7878.0,5901.0,14115.0,0.2658,0.3646,0,4.37,0.3,11.6,0.3862,0.3215,20,0.2,15,25,12,255800.0,0
8565.0,3952.0,809.0,2782.0,0.6629,0.1194,8,6.44,0.24,11.8,0.3919,0.3248,24,0.24,12,33,12,31100.0,1
28131.0,6271.0,4231.0,3589.0,0.3926,0.4991,5,-0.66,0.28,9.7,0.3222,0.1276,26,0.26,14,28,12,132500.0,0
31213.0,14646.0,5158.0,1322.0,0.275,0.3232,5,8.7,0.32,15.4,0.5131,0.0423,15,0.15,16,40,12,184700.0,0
8000.0,3002.0,525.0,2156.0,0.5887,0.2897,4,8.18,0.14,1.5,0.0508,0.2695,26,0.26,7,47,24,32100.0,1
35564.0,9522.0,3515.0,3264.0,0.4969,0.5416,4,7.31,0.14,24.8,0.827,0.0918,21,0.21,7,21,18,135800.0,0
37271.0,4408.0,7186.0,9139.0,0.2127,0.4437,1,-2.05,0.26,2.2,0.0718,0.2452,21,0.21,13,41,12,278900.0,0
18268.0,3738.0,1324.0,5851.0,0.3102,0.4026,4,-3.32,0.26,1.0,0.0333,0.3203,22,0.22,13,42,6,58800.0,0
46696.0,23352.0,4151.0,9647.0,0.2938,0.2044,6,3.7,0.18,13.9,0.4629,0.2066,34,0.34,9,52,24,189700.0,0
43559.0,20390.0,1571.0,13130.0,0.2477,0.1944,4,6.79,0.3,4.5,0.1509,0.3014,30,0.3,15,45,12,275300.0,0
23432.0,8405.0,2027.0,1842.0,0.752,0.4762,9,0.94,0.28,1.4,0.0471,0.0786,26,0.26,14,35,24,173000.0,1
16800.0,5205.0,1563.0,5353.0,0.3621,0.2784,4,0.63,0.24,3.9,0.131,0.3187,29,0.29,12,46,24,98200.0,0
12287.0,4807.0,577.0,975.0,0.3992,0.4825,2,13.03,0.14,10.0,0.3336,0.0793,27,0.27,7,31,12,84500.0,0
21536.0,6672.0,651.0,1702.0,0.3835,0.5809,5,2.58,0.36,5.8,0.1933,0.079,24,0.24,18,28,12,58100.0,0
31003.0,12089.0,3963.0,9548.0,0.2708,0.1743,6,0.13,0.14,16.2,0.5408,0.308,18,0.18,7,40,12,246600.0,1
18133.0,4322.0,1473.0,3522.0,0.3601,0.4862,3,-7.7,0.2,9.9,0.3288,0.1942,31,0.31,10,50,18,138700.0,0
8000.0,3819.0,264.0,2238.0,0.804,0.2098,7,8.76,0.38,3.2,0.106,0.2798,16,0.16,19,52,12,24900.0,1
47157.0,19611.0,8309.0,13245.0,0.4349,0.1271,6,10.7,0.24,2.7,0.0904,0.2809,24,0.24,12,26,24,176200.0,1
24690.0,6135.0,3194.0,5591.0,0.3566,0.3957,7,-4.29,0.26,3.7,0.1226,0.2264,24,0.24,13,33,18,180900.0,0
17540.0,8310.0,1037.0,1161.0,0.3981,0.4009,4,-3.21,0.32,6.9,0.2292,0.0662,21,0.21,16,30,18,79400.0,0
36838.0,11763.0,6524.0,8923.0,0.2494,0.2614,3,13.66,0.16,8.9,0.2967,0.2422,24,0.24,8,35,24,82000.0,0
54983.0,9819.0,4020.0,1225.0,0.461,0.726,7,8.81,0.16,3.6,0.1185,0.0223,25,0.25,8,29,6,230900.0,0
8000.0,1080.0,549.0,562.0,0.1527,0.7261,6,-3.3,0.34,8.9,0.2965,0.0702,32,0.32,17,44,24,24800.0,0
28583.0,11857.0,5205.0,6432.0,0.5278,0.1781,6,4.66,0.24,2.4,0.0812,0.225,28,0.28,12,36,24,68800.0,1
9358.0,4579.0,566.0,2973.0,0.7468,0.1325,12,4.61,0.16,30.0,1.0,0.3177,23,0.23,8,35,12,61100.0,1
29717.0,13769.0,5332.0,8026.0,0.1116,0.0871,2,-2.34,0.24,21.2,0.7075,0.2701,18,0.18,12,45,6,195200.0,0
79014.0,9396.0,3960.0,2767.0,0.3355,0.1428,14,9.01,0.22,15.8,0.527,0.1164,31,0.31,11,26,12,178600.0,1
32255.0,5278.0,2666.0,9299.0,0.4779,0.4654,3,9.01,0.22,7.0,0.2341,0.2883,18,0.18,11,22,18,66200.0,0
16325.0,2323.0,585.0,5523.0,0.3723,0.4835,6,-3.64,0.24,2.1,0.0689,0.3383,30,0.3,12,53,12,100600.0,0
8000.0,2042.0,352.0,929.0,0.7165,0.5845,9,5.61,0.14,6.2,0.2077,0.1162,24,0.24,7,53,6,47700.0,1
16811.0,8148.0,817.0,1099.0,0.635,0.4013,10,-0.33,0.14,4.1,0.1373,0.0654,40,0.4,7,36,12,123500.0,1
28116.0,14980.0,5101.0,1944.0,0.3152,0.2167,2,1.58,0.22,12.2,0.4078,0.0691,24,0.24,11,45,12,80300.0,0
40507.0,8450.0,3997.0,5676.0,0.3778,0.5526,4,1.28,0.28,1.0,0.0333,0.1401,25,0.25,14,32,18,235100.0,0
10904.0,4830.0,387.0,200.0,0.2802,0.5032,3,1.37,0.24,8.0,0.2666,0.0183,27,0.27,12,43,6,54300.0,0
40792.0,14613.0,5083.0,6964.0,0.3721,0.3464,2,9.1,0.26,22.0,0.7348,0.1707,27,0.27,13,40,6,211800.0,0
14932.0,1707.0,976.0,3827.0,0.4582,0.564,8,7.57,0.32,6.9,0.2294,0.2563,34,0.34,16,21,12,68500.0,0
27377.0,9426.0,1916.0,5083.0,0.1973,0.4001,3,8.32,0.2,4.8,0.1612,0.1857,19,0.19,10,44,12,150400.0,0
16221.0,7505.0,930.0,5507.0,0.316,0.1405,11,5.12,0.4,30.0,1.0,0.3395,30,0.3,20,30,12,44500.0,1
24571.0,5510.0,3920.0,3970.0,0.1943,0.4546,3,1.58,0.3,3.7,0.1225,0.1616,27,0.27,15,51,12,178800.0,0
37614.0,18950.0,1132.0,175.0,0.3582,0.4614,4,9.28,0.26,7.5,0.2496,0.0046,26,0.26,13,36,12,231000.0,0
10549.0,2176.0,1104.0,1736.0,0.459,0.5245,10,8.36,0.3,3.1,0.1029,0.1645,22,0.22,15,49,6,21200.0,1
14648.0,1969.0,656.0,4767.0,0.2944,0.4954,3,-5.63,0.22,2.8,0.0933,0.3255,33,0.33,11,37,12,69600.0,0
24612.0,4233.0,3049.0,826.0,0.2831,0.6706,7,8.2,0.26,8.1,0.2715,0.0336,32,0.32,13,53,18,190400.0,0
